dealer_id,name,website,street,street2,zip,city,province,country,phone,email,fax,mobile,latitude,longitude,distance_m,rank,retailer_types,premium_partner,expert,premium_flagship,delivery_types,payment_methods,open_now,closes_at,benefits,badges,shop_hours,service_hours,found_via_query
C250988,FERRETERIA MORCILLO,https://www.ferreteriamorcillo.com/,"POLÍGONO INDUSTRIAL EL NEVERO, CALLE NEVERO 21 - PARCELA 17",,6006,BADAJOZ,BADAJOZ,ES,+34667625742,info@ferreteriamorcillo.com,,,38.899608,-7.00105,390605,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,,,"36.00000,-9.50000"
C058825,PROVEEDORA DEL SUR (PROSUR),http://prosursl.com/,"CARRETERA NACIONAL SEVILLA-MALAGA-GRANADA (KM 3,3)",POLÍGONO INDUSTRIAL LA CHAPARRILLA,41016,SEVILLA,SEVILLA,ES,+34954400111,prosur@prosursl.com,,,37.496804,-5.920104,359716,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,L: |08:00 - 13:30 H y 16:30 - 19:30 H | M: |08:00 - 13:30 H y 16:30 - 19:30 H | X: |08:00 - 13:30 H y 16:30 - 19:30 H | J: |08:00 - 13:30 H y 16:30 - 19:30 H | V: |08:00 - 13:30 H y 16:30 - 19:30 H | S: |Cerrado | D: |Cerrado,L: |08:00 - 13:30 H y 16:30 - 19:30 H | M: |08:00 - 13:30 H y 16:30 - 19:30 H | X: |08:00 - 13:30 H y 16:30 - 19:30 H | J: |08:00 - 13:30 H y 16:30 - 19:30 H | V: |08:00 - 13:30 H y 16:30 - 19:30 H | S: |Cerrado | D: |Cerrado,"36.00000,-9.50000"
C010028,MARTINEZ FERRETERIA Y SUMINISTROS,https://www.ferreteriamartinez.com/,"RONDA DE LOS TORNEROS, 10","POLÍGONO INDUSTRIAL EL TORNO,",41710 ,UTRERA ,SEVILLA,ES,+34955867640,online@ferreteriamartinez.com,,,37.197809,-5.794899,356515,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,,,"36.00000,-9.50000"
C186420,FERRETERIA MORCILLO,https://www.ferreteriamorcillo.com/,"CALLE BADAJOZ, 46, C",,6200,ALMENDRALEJO,BADAJOZ,ES,,,,,38.688277,-6.422738,404099,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,L: |08:00 - 14:00 H y 16:30 - 20:00 H | M: |08:00 - 14:00 H y 16:30 - 20:00 H | X: |08:00 - 14:00 H y 16:30 - 20:00 H | J: |08:00 - 14:00 H y 16:30 - 20:00 H | V: |08:00 - 14:00 H y 16:30 - 20:00 H | S: |09:00 - 13:00 H | D: |Cerrado,L: |08:00 - 14:00 H y 16:30 - 20:00 H | M: |08:00 - 14:00 H y 16:30 - 20:00 H | X: |08:00 - 14:00 H y 16:30 - 20:00 H | J: |08:00 - 14:00 H y 16:30 - 20:00 H | V: |08:00 - 14:00 H y 16:30 - 20:00 H | S: |09:00 - 13:00 H | D: |Cerrado,"36.00000,-9.50000"
C065273,FERRETERIA LA PAZ,https://ferreterialapaz.com/,"CAMINO PADRE CURA, 15",,29680,ESTEPONA,MÁLAGA,ES,+34952801998,ferlapazdos@terra.es,,,36.422955,-5.1518,392877,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,L: |09:00 - 14:00 H y 16:00 - 20:00 H | M: |09:00 - 14:00 H y 16:00 - 20:00 H | X: |09:00 - 14:00 H y 16:00 - 20:00 H | J: |09:00 - 14:00 H y 16:00 - 20:00 H | V: |09:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 13:30 H | D: |Cerrado,L: |09:00 - 14:00 H y 16:00 - 20:00 H | M: |09:00 - 14:00 H y 16:00 - 20:00 H | X: |09:00 - 14:00 H y 16:00 - 20:00 H | J: |09:00 - 14:00 H y 16:00 - 20:00 H | V: |09:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 13:30 H | D: |Cerrado,"36.00000,-9.50000"
C007193,FERRETERIA MORCILLO,https://www.ferreteriamorcillo.com/,"CALLE EDISON, 12. POLÍGONO INDUSTRIAL LAS CUMBRES",POLÍGONO INDUSTRIAL LAS CUMBRES,06400,DON BENITO,BADAJOZ,ES,+34924804492,info@ferreteriamorcillo.com,,,38.960226,-5.880964,458512,,BUILDING_CONSTRUCTION; DIY; ONLINE_PURE_PLAYER; TRADITIONAL_TRADE; regular_dealer,True,True,False,NORMAL; PICKUP,CASH; CREDITCARD; DEBIT; VISA,False,,company.b2c; company.b2b,diy; expert-powertools; offline-traditional-trade; premium-partner; regular-dealer,L: |08:00 - 14:00 H y 16:00 - 20:00 H | M: |08:00 - 14:00 H y 16:00 - 20:00 H | X: |08:00 - 14:00 H y 16:00 - 20:00 H | J: |08:00 - 14:00 H y 16:00 - 20:00 H | V: |08:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,L: |08:00 - 14:00 H y 16:00 - 20:00 H | M: |08:00 - 14:00 H y 16:00 - 20:00 H | X: |08:00 - 14:00 H y 16:00 - 20:00 H | J: |08:00 - 14:00 H y 16:00 - 20:00 H | V: |08:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,"36.00000,-9.50000"
C186419,FERRETERIA MORCILLO,https://www.ferreteriamorcillo.com/,"AVENIDA DE LA CONSTITUCION, 150 L2",,6450,QUINTANA DE LA SERENA,BADAJOZ,ES,+34 924 777807,info@ferreteriamorcillo.com,,,38.734874,-5.673315,454694,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,L: |09:00 - 14:00 H y 16:00 - 20:00 H | M: |09:00 - 14:00 H y 16:00 - 20:00 H | X: |09:00 - 14:00 H y 16:00 - 20:00 H | J: |09:00 - 14:00 H y 16:00 - 20:00 H | V: |09:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,L: |09:00 - 14:00 H y 16:00 - 20:00 H | M: |09:00 - 14:00 H y 16:00 - 20:00 H | X: |09:00 - 14:00 H y 16:00 - 20:00 H | J: |09:00 - 14:00 H y 16:00 - 20:00 H | V: |09:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,"36.00000,-9.50000"
C058453,AISLAMIENTOS Y CUBIERTAS EXTREMEÑOS,http://aislamientosycubiertas.es/,"CARRETERA MADRID LISBOA, 0 KM 292 (ANTIGUA N-V)",,10100,MIAJADAS,CÁCERES,ES,+34927347194,info@aislamientosycubiertas.es,,,39.154741,-5.902132,472736,,regular_dealer,True,True,False,,,False,,,expert-powertools; premium-partner; regular-dealer,L: |08:30 - 13:30 H y 15:30 - 19:00 H | M: |08:30 - 13:30 H y 15:30 - 19:00 H | X: |08:30 - 13:30 H y 15:30 - 19:00 H | J: |08:30 - 13:30 H y 15:30 - 19:00 H | V: |08:30 - 13:30 H y 15:30 - 19:00 H | S: |09:00 - 14:00 H | D: |Cerrado,L: |08:30 - 13:30 H y 15:30 - 19:00 H | M: |08:30 - 13:30 H y 15:30 - 19:00 H | X: |08:30 - 13:30 H y 15:30 - 19:00 H | J: |08:30 - 13:30 H y 15:30 - 19:00 H | V: |08:30 - 13:30 H y 15:30 - 19:00 H | S: |09:00 - 14:00 H | D: |Cerrado,"36.00000,-9.50000"
C058893,SUMINISTROS INDUSTRIALES CABO NOVAL,http://www.cabonoval.com,"AVENIDA CABO NOVAL, S/N",,11540,SANLUCAR DE BARRAMEDA,CÁDIZ,ES,+34956364947,info@cabonoval.com,,,36.785101,-6.351831,294969,,regular_dealer,True,False,False,,,False,,,premium-partner; regular-dealer,,,"36.00000,-9.50000"
C065241,FERRETERIA MORCILLO,http://www.ferreteriamorcillo.com,"CALLE EDISON, 12. POLÍGONO INDUSTRIAL LAS CUMBRES",POLÍGONO INDUSTRIAL LAS CUMBRES,06400,DON BENITO,BADAJOZ,ES,+34924804492,info@ferreteriamorcillo.com,,,38.960226,-5.880964,458512,,regular_dealer,True,False,False,,,False,,,premium-partner; regular-dealer,L: |08:00 - 14:00 H y 16:00 - 20:00 H | M: |08:00 - 14:00 H y 16:00 - 20:00 H | X: |08:00 - 14:00 H y 16:00 - 20:00 H | J: |08:00 - 14:00 H y 16:00 - 20:00 H | V: |08:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,L: |08:00 - 14:00 H y 16:00 - 20:00 H | M: |08:00 - 14:00 H y 16:00 - 20:00 H | X: |08:00 - 14:00 H y 16:00 - 20:00 H | J: |08:00 - 14:00 H y 16:00 - 20:00 H | V: |08:00 - 14:00 H y 16:00 - 20:00 H | S: |09:00 - 14:00 H | D: |Cerrado,"36.00000,-9.50000"
C076804,LEROY MERLIN LEPE (COMPACT),https://www.leroymerlin.es/,AVENIDA DE ANDALUCIA SUR II,,21440,LEPE,HUELVA,ES,+34959468406,,,,37.252453,-7.195702,248329,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |09:00 - 21:30 H | M: |09:00 - 21:30 H | X: |09:00 - 21:30 H | J: |09:00 - 21:30 H | V: |09:00 - 21:30 H | S: |09:00 - 21:30 H | D: |Cerrado,L: |09:00 - 21:30 H | M: |09:00 - 21:30 H | X: |09:00 - 21:30 H | J: |09:00 - 21:30 H | V: |09:00 - 21:30 H | S: |09:00 - 21:30 H | D: |Cerrado,"36.00000,-9.50000"
C073782,LEROY MERLIN HUELVA,,"JUNTO A PARQUE COMERCIAL HOLEA. RONDA EXTERIOR SUR, S/N",,21007,HUELVA,HUELVA,ES,+34959495340,,,,37.310354,-6.864367,276569,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C175909,SUMINISTROS MAQUIVAL,https://www.maquival.com/,"AVENIDA ALCALDE AMÉRICO SANTOS, 10",,21600,VALVERDE DEL CAMINO,HUELVA,ES,+34959551342,maquival@maquival.com,,,37.570914,-6.749978,300775,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |08:00 - 15:00 H | M: |08:00 - 15:00 H | X: |08:00 - 15:00 H | J: |08:00 - 15:00 H | V: |08:00 - 15:00 H | S: |Cerrado | D: |Cerrado,L: |08:00 - 15:00 H | M: |08:00 - 15:00 H | X: |08:00 - 15:00 H | J: |08:00 - 15:00 H | V: |08:00 - 15:00 H | S: |Cerrado | D: |Cerrado,"36.00000,-9.50000"
C069547,LEROY MERLIN PUERTO REAL,https://www.leroymerlin.es/,"POLÍGONO INDUSTRIAL TRES CAMINOS, S/N",,11518,PUERTO REAL,CÁDIZ,ES,+34956598804,,,,36.469621,-6.171923,302997,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:30 - 22:00 H | M: |07:30 - 22:00 H | X: |07:30 - 22:00 H | J: |07:30 - 22:00 H | V: |07:30 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,J: |09:00 - 22:00 H,"36.00000,-9.50000"
C069525,LEROY MERLIN JEREZ,http://www.leroymerlin.es/,"AVENIDA DE LA ILUSTRACIÓN, 1",,11407,JEREZ DE LA FRONTERA,CÁDIZ,ES,+34956302963,,,,36.70855,-6.128056,312041,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C175888,BRICODEPOT (JEREZ DE LA FRONTERA),https://www.bricodepot.es,"PARQUE EMPRESARIAL JEREZ N-IV- KM 634,5",,11407,JEREZ DE LA FRONTERA,CÁDIZ,ES,+34956185832,,,,36.709832,-6.119747,312794,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:00 - 21:00 H | M: |07:00 - 21:00 H | X: |07:00 - 21:00 H | J: |07:00 - 21:00 H | V: |07:00 - 21:00 H | S: |07:00 - 21:00 H | D: |Cerrado,L: |07:00 - 21:00 H | M: |07:00 - 21:00 H | X: |07:00 - 21:00 H | J: |07:00 - 21:00 H | V: |07:00 - 21:00 H | S: |07:00 - 21:00 H | D: |Cerrado,"36.00000,-9.50000"
C001828,OBRAMAT BORMUJOS,https://www.obramat.es/,"CARRETERA A49, SALIDA 5",,41930,BORMUJOS,SEVILLA,ES,+34954983030,info.bormujos@obramat.es,,,37.379171,-6.075256,341665,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |07:00 - 22:00 H | D: |Cerrado,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |07:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C069519,LEROY MERLIN SEVILLA TOMARES,https://www.leroymerlin.es/,CARRETERA N617. PARQUE ALJARAFE-TOMARES,PARQUE ALJARAFE-TOMARES,41940,TOMARES,SEVILLA,ES,+34954151080,,,,37.376554,-6.029406,345198,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |08:00 - 22:00 H | D: |Cerrado,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |08:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C076823,LEROY MERLIN DOS HERMANAS,https://www.leroymerlin.es/,"AVENIDA INGENIERO JOSÉ LUIS PRATS, 1. CARRETERA SEVILLA-CÁDIZ, 303. CENTRO COMERCIAL WAY",CENTRO COMERCIAL WAY,41700,DOS HERMANAS,SEVILLA,ES,+34955146122,,,,37.285348,-5.940934,348172,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |08:00 - 22:00 H | M: |08:00 - 22:00 H | X: |08:00 - 22:00 H | J: |08:00 - 22:00 H | V: |08:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,L: |08:00 - 22:00 H | M: |08:00 - 22:00 H | X: |08:00 - 22:00 H | J: |08:00 - 22:00 H | V: |08:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C175901,BRICODEPOT (SEVILLA),https://www.bricodepot.es,PARQUE COMERCIAL CIUDAD DE LA IMAGEN. RONDA SUPERNORTE,,41015,SEVILLA,SEVILLA,ES,+34955494444,,,,37.430288,-5.973016,352267,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:00 - 21:30 H | M: |07:00 - 21:30 H | X: |07:00 - 21:30 H | J: |07:00 - 21:30 H | V: |07:00 - 21:30 H | S: |07:00 - 21:30 H | D: |Cerrado,L: |07:00 - 21:30 H | M: |07:00 - 21:30 H | X: |07:00 - 21:30 H | J: |07:00 - 21:30 H | V: |07:00 - 21:30 H | S: |07:00 - 21:30 H | D: |Cerrado,"36.00000,-9.50000"
C058943,TORSESA,https://www.torsesa.com/,"AVENIDA MONTES SIERRA, 5",POLÍGONO INDUSTRIAL CARRETERA AMARILLA,41007,SEVILLA,SEVILLA,ES,+34954670300,ventas@torsesa.es,,,37.391774,-5.957275,351686,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"36.00000,-9.50000"
C175900,BRICODEPOT (SEVILLA MONTEQUINO),https://www.bricodepot.es,CARRETERA UTRERA KM 1,,41031,SEVILLA,SEVILLA,ES,+34954297111,,,,37.357647,-5.935596,351841,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:00 - 21:30 H | M: |07:00 - 21:30 H | X: |07:00 - 21:30 H | J: |07:00 - 21:30 H | V: |07:00 - 21:30 H | S: |07:00 - 21:30 H | D: |Cerrado,L: |07:00 - 21:30 H | M: |07:00 - 21:30 H | X: |07:00 - 21:30 H | J: |07:00 - 21:30 H | V: |07:00 - 21:30 H | S: |07:00 - 21:30 H | D: |Cerrado,"36.00000,-9.50000"
C073789,LEROY MERLIN BADAJOZ,https://www.leroymerlin.es/,"AVENIDA ANTONIO NEVADO GONZÁLEZ, 43. SALIDA 403 A-5. POLIGONO INDUSTRIAL EL NEVERO",POLIGONO INDUSTRIAL EL NEVERO,06006,BADAJOZ,BADAJOZ,ES,+34924288700,,,,38.900723,-6.992332,391141,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,L: |09:00 - 22:00 H | M: |09:00 - 22:00 H | X: |09:00 - 22:00 H | J: |09:00 - 22:00 H | V: |09:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C058832,REPUESTOS PANIAGUA,,"NEVERO TRECE, PARCELA 17,7. POLÍGONO INDUSTRIAL EL NEVERO",POLÍGONO INDUSTRIAL EL NEVERO,06009,BADAJOZ,BADAJOZ,ES,+34924262690,info@repuestospaniagua.es,,,38.877314,-6.960106,390643,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |07:30 - 15:00 H y 16:00 - 20:00 H | M: |07:30 - 15:00 H y 16:00 - 20:00 H | X: |07:30 - 15:00 H y 16:00 - 20:00 H | J: |07:30 - 15:00 H y 16:00 - 20:00 H | V: |07:30 - 15:00 H y 16:00 - 20:00 H | S: |09:00 - 12:00 H | D: |Cerrado,L: |07:30 - 15:00 H y 16:00 - 20:00 H | M: |07:30 - 15:00 H y 16:00 - 20:00 H | X: |07:30 - 15:00 H y 16:00 - 20:00 H | J: |07:30 - 15:00 H y 16:00 - 20:00 H | V: |07:30 - 15:00 H y 16:00 - 20:00 H | S: |09:00 - 12:00 H | D: |Cerrado,"36.00000,-9.50000"
C069556,LEROY MERLIN SEVILLA - ALCALÁ,https://www.leroymerlin.es/,"POLÍGONO INDUSTRIAL FRIDEX, PARCELA 1-8","CTRA.A-92, KM. 4,40",41500,ALCALÁ DE GUADAIRA,SEVILLA,ES,+34954466300,,,,37.375132,-5.89628,355808,,regular_dealer,False,False,False,,,False,,,regular-dealer,L: |08:00 - 22:00 H | M: |08:00 - 22:00 H | X: |08:00 - 22:00 H | J: |08:00 - 22:00 H | V: |08:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,L: |08:00 - 22:00 H | M: |08:00 - 22:00 H | X: |08:00 - 22:00 H | J: |08:00 - 22:00 H | V: |08:00 - 22:00 H | S: |09:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
C001583,OBRAMAT ALCALÁ DE GUADAIRA,https://www.obramat.es/,"AVENIDA PRINCIPE DE ASTURIAS, S/N",,41500,ALCALÁ DE GUADAIRA,SEVILLA,ES,+34955620501,info.alcalag@obramat.es,,,37.351342,-5.860375,357628,,DIY; regular_dealer,False,False,False,,,False,,,diy; regular-dealer,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |07:00 - 22:00 H | D: |Cerrado,L: |07:00 - 22:00 H | M: |07:00 - 22:00 H | X: |07:00 - 22:00 H | J: |07:00 - 22:00 H | V: |07:00 - 22:00 H | S: |07:00 - 22:00 H | D: |Cerrado,"36.00000,-9.50000"
