dealer_id,name,website,street,street2,zip,city,province,country,phone,email,fax,mobile,latitude,longitude,distance_m,rank,retailer_types,premium_partner,expert,premium_flagship,delivery_types,payment_methods,open_now,closes_at,benefits,badges,shop_hours,service_hours,found_via_query
C093464,EURO SLET HOLMAR,,STANISŁAWA STASZICA 2,,42-503,BĘDZIN,,PL,,,,,50.323545,19.152635,199241,,regular_dealer,False,False,False,,,False,,,regular-dealer,8.|00-1600,8.|00-16.00,"49.00000,17.28621"
C120835,RAS-TECH,,PRACY 23,,43-602,JAWORZNO,,PL,,,,,50.236245,19.280943,198840,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C160322,HOLMAR,,SZYBOWA 1,,42-280,CZĘSTOCHOWA,,PL,,,,,50.785259,19.018035,234061,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C160275,Boszka,,Czołgistów 27,,42-204,CZĘSTOCHOWA,,PL,+34 3658408,,,,50.791371,19.100811,237819,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C160313,FIRMA HANDLOWA BARTEK,,SPÓŁDZIELCZA 6,,32-300,OLKUSZ,,PL,326458018,,,,50.285981,19.55108,216864,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C115817,BARTEK,,SPÓŁDZIELCZA 6,,32-300,OLKUSZ,,PL,326432883,,,,50.285981,19.55108,216864,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C093495,SALON TECHNICZNY Sp. z o.o.,,KOSZYKARSKA 27B,,30-717,KRAKÓW,,PL,126561177,krakow@salontechniczny.pl,,,50.049283,19.988145,227227,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C160351,PILAR-KRAK,,WARSZAWSKA 34,,32-086,WĘGRZCE,,PL,124173303,,,,50.119097,19.967504,229937,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,17.28621"
C119633,MECHANIKA Sp. z o.o.,,JANA PAWŁA II 5,,33-300,NOWY SĄCZ,,PL,184435931,,,,49.602149,20.69777,67566,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C131152,PUH NEL-TECH Sp.j.,,Zdrojowa 32,,33-300,Nowy Sącz,,PL,+48 18 547 56 99,,,,49.631751,20.700013,70850,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C093431,SALON TECHNICZNY Sp. z o.o.,,WITOSA 2,,33-300,NOWY SĄCZ,,PL,184490823,,,,49.633662,20.711396,71173,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C160393,WELNER Sieć Sklepów Technicznych,,Szymbark 544,,38-311,Szymbark,,PL,183513061,,,,49.62247,21.094409,78879,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C160390,UNIMET Sp. z o.o.,,Józefa Piłsudskiego 53,,38-200,JASŁO,,PL,134927110,,,,49.7553,21.504913,107747,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C160391,UNIMET Sp. z o.o.,,Podkarpacka 11B,,38-400,KROSNO,,PL,134311306,,,,49.693475,21.730972,113964,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C160315,Firma WALTER Władysław Chrobak,http://www.walter24.pl,"Pustyny, Księża 83",,38-422,Krościenko Wyżne,,PL,+48 13 43 158 11 609 389 667,,,,49.665631,21.830634,117424,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,20.57242"
C160345,"P.B.""EL-BUD""STASICKI CZESŁAW",,UL .GEN.BEMA 1A,,38-500,SANOK,,PL,134640076,,,,49.57046,22.156636,63572,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"49.00000,22.21552"
C250126,El-Bud,,Kolejowa 3,,38-700,Ustrzyki Dolne,,PL,,,,,49.428975,22.599781,55262,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"49.00000,22.21552"
C119760,STUDIO ELEKTRYKI,,LIPIEŃSKIEGO 73,,38-500,SANOK,,PL,134642620,,,,49.550429,22.213184,61202,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,22.21552"
C160385,UNIMET Sp. z o.o.,,Krakowska 9,,38-500,Sanok,,PL,+48 13 497 37 87,sanok@unimet.pl,,,49.564385,22.180555,62804,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,22.21552"
C160323,JASTAN Martyna Borowska-Bezkiszczenko,,Mickiewicza 38,,37-700,Przemyśl,,PL,166788885,,,,49.782497,22.788187,96371,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"49.00000,22.21552"
C160311,INGO GAHNO,,MONIUSZKI 28,,68-200,ŻARY,,PL,604589554,,,,51.640546,15.12787,190920,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,14.00000"
C160372,SPAWMIX,,MASARSKA 19,,59-700,BOLESŁAWIEC,,PL,757325822,,,,51.263869,15.548698,171156,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,14.00000"
C160294,ELSA,,TOPOLOWA 25,,58-309,WAŁBRZYCH,,PL,748416560,,,,50.813617,16.275292,180669,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,14.00000"
C094034,INTERTOOLS S.C.,,Usługowa 11,,64-100,LESZNO,,PL,655204164 695581999,,,,51.822544,16.591977,265661,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,6.|30-17.00,6.|30-17.00,"50.07797,14.00000"
C160281,Centrum NARZĘDZI Technik Mariusz Wójcik,,HUTNICZA 1,,59-800,Lubań,,PL,501323147,,,,51.116671,15.294398,147252,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C115206,TAURUS SP.J.,,BOCZNA 15,,59-800,LUBAŃ,,PL,757215735,,,,51.103947,15.306935,146708,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C160319,GLOBEX FILIA JELENIA GÓRA,,Grunwaldzka 58,,58-506,Jelenia Góra,,PL,757677409,,,,50.911454,15.736006,153833,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C160318,GLOBEX,http://jelenia.gora@globex.com.pl,GRUNWALDZKA 58,,58-506,JELENIA GÓRA,,PL,669994100,,,,50.911454,15.736006,153833,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C066193,ASPO-KORNER SŁOWACZEWSKI PIOTR,,SPADZISTA 11,,67-200,GŁOGÓW,,PL,602617170,,,,51.651749,16.091943,228394,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C160280,CENTRALA TECHNICZNA ELTECH,,FABRYCZNA 1-3,,58-100,ŚWIDNICA,,PL,748582700,,,,50.854175,16.525799,198495,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,14.00000"
C160376,TECHMAR,,3 MAJA 24/2,,55-200,OŁAWA,,PL,,,,,50.934337,17.304484,95298,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,17.35951"
C160396,Z. H. U. ELEKTRO-DUBAS,http://www.elektro-dubas.com,OPOLSKA 32,,46-300,Łowoszów,,PL,343502080,,,,50.869661,18.369334,113379,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,17.35951"
C120024,ZHU ELEKTRO-DUBAS,,ŁOWOSZÓW UL.OPOLSKA 32,,46-300,OLESNO,,PL,,,,,50.874177,18.410019,115597,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,17.35951"
C248457,ELIMA S.C. BEATA PRO,,UL. NARCYZOWA 17,,42-224,CZĘSTOCHOWA,,PL,,,,,50.851906,19.113167,86212,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,19.03926"
C248465,SALON TECHNICZNY SPÓ,,UL. ŚW. KINGI 7,,32-020,WIELICZKA,,PL,,,,,49.991171,20.038717,72030,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,19.03926"
C031764,P.H. ELIMA BEATA PROKOPOWICZ,http://www.elima24.pl,WAŁY DWERNICKIEGO 165,,42-202,CZĘSTOCHOWA,,PL,343680521,,,,50.825935,19.131046,83419,,ONLINE_PURE_PLAYER; regular_dealer,False,False,False,PICKUP; EXPRESS; NORMAL,CASH; CREDITCARD; DEBIT; MOBILE; INVOICE; SOFORT_UEBERWEISUNG,False,,,express; regular-dealer,Poniedziałek - Piątek |08:00 – 16:00,Poniedziałek - Piątek |08:00 – 16:00,"50.07797,19.03926"
C160303,F.H.U. ALMET,,KOPERNIKA 18A,,32-800,BRZESKO,,PL,146635105,,,,49.988977,20.612572,12478,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C111142,ELEKTRO-AUTOMATYKA,,Św. Brata Alberta 4a,,32-800,Brzesko,,PL,146862530,,,,49.977004,20.606259,13816,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C115184,"WIS J.Wantuch, G.Sipiora Sp.J.",,PRZEMYSŁOWA 27,,33-100,TARNÓW,,PL,146298070,wis@biznespoczta.pl,,,50.000677,20.969222,19827,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C115255,FHUP ELEKTRO-AUTOMATYKAII,,UL.BRZESKA 50,,32-700,Bochnia,,PL,,,,,49.976663,20.446696,22478,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C031752,"Hurtownia Narzędzi SEGER Zygmunt, Ozga Sp.J.",http://www.seger.pl,Księdza Konarskiego 32a,,39-200,Dębica,,PL,146803950,,,,50.051844,21.401204,48777,,TRADITIONAL_TRADE; regular_dealer,False,True,False,PICKUP; DELIVERY_TO_CONSTRUCTION; EXPRESS; NORMAL,CASH; EC_CARD; CREDITCARD; DEBIT; MOBILE; INVOICE; PAYMENT_IN_ADVANCE,False,,,construction; expert-powertools; express; offline-traditional-trade; regular-dealer,"Poniedziałek - Piątek |07:30 - 16:30, Sobota 08:00 - 12:00","Poniedziałek - Piątek |07:30 - 16:30, Sobota 08:00 - 12:00","50.07797,20.71902"
C066211,CENTRALA TECHNICZNA BZ Sojka s.j.,,AL.. KWIATKOWSKIEGO 3,,39-300,MIELEC,,PL,175862901,ct@centrala-techniczna.pl,,,50.30054,21.45221,57764,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C120738,FITMET,,OBR. POKOJU 15,,36-100,KOLBUSZOWA,,PL,172270087,,,,50.242398,21.77131,77154,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C160305,F.H.U. ELEKTROMECHANIKA,https://kanto.org/,ul. Polna 5,,27-400,Ostrowiec Świętokrzyski,,PL,660590143,sklep@kanto.org.pl,,,50.942713,21.402209,107602,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C094065,UNIMET SP. Z O.O.,,UL. BIZNESOWA 6,,35-213,RZESZÓW,,PL,,,,,50.074852,21.965358,88935,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C250127,Centrala Techniczna,,Obrońców Poczty Gdańskiej 32,,35-509,Rzeszów,,PL,,,,,50.062617,21.981013,90079,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,20.71902"
C093587,SALON TECHNICZNY Sp. z o.o.,,WYSZYŃSKIEGO 12 C,,33-100,TARNÓW,,PL,146293099,,,,50.022874,20.953083,17798,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C131167,UNIMET Sp. z o.o.,,PRZEMYSŁOWA 2,,39-300,MIELEC,,PL,175830958,,,,50.299369,21.447512,57407,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160290,EL-MAK Elektronarzędzia,,Ściegiennego 45a,,25-380,Kielce,,PL,692656897,,,,50.858107,20.625661,86994,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C093514,ELNAR SP Z O.O.,,CHĘCIŃSKA 36,,25-020,KIELCE,,PL,41 3451336  37,elnar@onet.eu,3413451338,,50.864645,20.61478,87780,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160289,ELKOT KIELCE,http://www.elkot.com.pl/,Jesionowa 31B,,25-540,Kielce,,PL,413438097,kielce@elkot.com.pl,,,50.88618,20.632445,90073,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C115317,FHU P-MASZ KRYSTIAN GAD,,CZĘSTOCHOWSKA 10,,25-647,KIELCE,,PL,413688041,,,,50.889761,20.608915,90598,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C066247,MISTAMA,http://www.mistama.com,WARSZAWSKA 312 B,,25-414,KIELCE,,PL,66240948,sklep@mistama.com.pl,,,50.900788,20.67017,91554,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160316,FITMET Tomasz Fitał,,11 LISTOPADA 11,,36-100,KOLBUSZOWA,,PL,172273305,,,,50.246778,21.779973,77866,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160387,UNIMET Sp. z o.o.,,Ks. Łagockiego  1,,39-460,NOWA DĘBA,,PL,156874073,,,,50.422045,21.752364,82832,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160386,UNIMET Sp. z o.o.,,WARSZAWSKA  42,,39-400,TARNOBRZEG,,PL,156874070,,,,50.595176,21.70149,90380,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C139305,TARGET Sp. z o.o.,,Ul.Biznesowa 6,,35-213,Rzeszów,,PL,502 366 494,biuro@salonbosch.pl,,,50.074852,21.965358,88935,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C093567,CENTRALA TECHNICZNA BZ Sojka s.j.,,Przemysłowa 3,,35-105,RZESZÓW,,PL,177421868,,,,50.024414,21.973104,89732,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C131176,UNIMET Sp. z o.o.,,Okulickiego 20,,35-222,RZESZÓW,,PL,178635869,,,,50.053325,21.988943,90679,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160388,UNIMET Sp. z o.o.,,ORKANA 1,,36-020,TYCZYN,,PL,178635869,,,,49.966828,22.027677,94299,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160389,UNIMET Sp. z o.o.,,ENERGETYKÓW 2B,,37-450,STALOWA WOLA,,PL,158441871,,,,50.553727,22.072067,109666,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,20.71902"
C160287,ELEKTRO-METAL Grzegorz Golenia,http://www.elektrometal.net.pl/,JANA KOCHANOWSKIEGO 88,,37-100,ŁAŃCUT,,PL,17 225 63 81,ggolenia@poczta.onet.pl,,,50.091537,22.250692,10671,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,22.39877"
C160314,Firma ROLNIK H. i Z. Grabarz sp.j.,,MICKIEWICZA 9,,37-300,LEŻAJSK,,PL,172420972,rolnik@rz.onet.pl,,,50.253955,22.421848,19636,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,22.39877"
C117645,Składnica Części Zam. ROLNIK,,Sobieskiego 17,,37-600,Lubaczów,,PL,+48 16 632 01 43,,,,50.149228,23.134072,53023,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"50.07797,22.39877"
C115312,ELEKTROPARTNER ZOFIA GUT,,GIEDLAROWA 531,,37-300,LEŻAJSK,,PL,+48 17 2425172,,,,50.218904,22.386703,15693,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C248458,Texpol Dystrybucja,,CHAŁUPKI DĘBNIAŃSKIE 246,,37-305,DĘBNO,,PL,,zpawul@texpol.info,,,50.170414,22.519188,13391,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C160302,F.H.U MIKRON Karolina Borys,,Spółdzielcza 10,,37-500,Jarosław,,PL,48577799499,bok@mikron.com.pl,,,50.008728,22.707488,23350,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C248461,FHU MARKPOL ANDRZEJ,,MARKOWICZE 19,,23-415,KROTOSZYN,,PL,,,,,50.438869,22.738346,46829,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C160312,FHU MARKPOL A. Markowicz,,Wiejska 17A,,23-400,Biłgoraj,,PL,+48 84 686 88 62,,,,50.525013,22.71857,54649,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C160264,AS-MET Sp. zoo Sp. k,https://www.as-met.pl/,al. Niepodległości 7b,,23-204,Kraśnik,,PL,515 115 600,krasnik@as-met.pl,,,50.963258,22.175593,99691,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C160263,AS-MET Sp. zoo Sp. k,https://www.as-met.pl/,Przemysłowa 2c,,22-400,Zamość,,PL,84 638 19 68,zamosc@as-met.pl,,,50.721355,23.264907,94264,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"50.07797,22.39877"
C160373,STATOR,,GŁOGOWSKA6,,53-621,WROCŁAW,,PL,713548630,,,,51.116392,17.002389,89667,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"51.15595,15.71870"
C093999,SUMAX ELEKTRONARZĘDZIA,,ŁĘCZYCKA 8,,53-632,WROCŁAW,,PL,713591929,,,,51.11941,17.012845,90377,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"51.15595,15.71870"
C160284,ELEKTRO SERWIS SP. Z.O.O.,,GEN. WITOLDA URBANOWICZA 22,,54-512,WROCŁAW,,PL,,,,,51.11283,16.908295,83136,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,15.71870"
C160374,STATOR,,Długosza 2-6,,51-162,WROCŁAW,,PL,,,,,51.132503,17.060253,93616,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,15.71870"
C160380,TOMBUD,,ZDUNOWSKA 197,,63-700,KROTOSZYN,,PL,,,,,51.676982,17.415211,57953,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"51.15595,17.43740"
C115018,J.K. JĘDRZEJ KUBEL,,KLEMCZAKA 3,,63-700,KROTOSZYN,,PL,505144512,,,,51.703908,17.432376,60928,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"51.15595,17.43740"
C160270,BIMEX,,Organizacji Katyń 13,,98-200,Sieradz,,PL,,,,,51.578049,18.711484,100124,,regular_dealer,False,True,False,,,False,,,expert-powertools; regular-dealer,,,"51.15595,17.43740"
C160329,MAGOR MONIKA SZLĘZAK,,WROCŁAWSKA 44A,,56-400,OLEŚNICA,,PL,,,,,51.215364,17.365308,8299,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,17.43740"
C248462,MAGOR SP. Z O.O.,,Dobroszycka 15E,,56-400,OLEŚNICA,,PL,,biuro@magor-olesnica.com.pl,,,51.220543,17.367877,8663,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,17.43740"
C160379,TECHNOTOOLS SPÓŁKA Z O.O. SP.K.,,WROCŁAWSKA 18A,,55-095,DŁUGOŁĘKA,,PL,,,,,51.177132,17.188928,17483,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,17.43740"
C160355,PRONAR NARZĘDZIA I ZABUDOWY,,"GAJKÓW, WROCŁAWSKA 1",,55-002,KAMIENIEC WROCŁAWSKI,,PL,,,,,51.068316,17.186681,20031,,regular_dealer,False,False,False,,,False,,,regular-dealer,,,"51.15595,17.43740"
