id,name,address,city,state,zip,phone,lat,lng,is_claimed,timezone,slug,dealer_page_url
371460,Ganahl Lumber,150 W Blaine St,Corona,CA,92878,(951) 278-4000,33.88343695,-117.56704600,0,America/Los_Angeles,,
274335,Tamalpais Paint \u0026 Color,5784 Paradise Dr,Corte Madera,CA,94925,(415) 924-7321,37.92298770,-122.51208425,0,America/Los_Angeles,,
171044,Ganahl Lumber,1100 Bristol St,Costa Mesa,CA,92626,(714) 556-1500,33.67055166,-117.88519314,0,America/Los_Angeles,,
371323,Anderson Plywood Sales,4020 Sepulveda Blvd,Culver City,CA,90230,(310) 397-8229,34.00828295,-118.41327680,0,America/Los_Angeles,,
274292,Shilpark Paint,4366 Sepulveda Blvd,Culver City,CA,90230,(310) 751-6929,34.00359525,-118.40755155,0,America/Los_Angeles,,
401003,Benjamin Moore - South Bay Paints,10215 S De Anza Blvd,Cupertino,CA,95014,,37.31978120,-122.03289200,0,America/Los_Angeles,,
275275,House of Color,6267 Mission St,Daly City,CA,94014,(650) 994-4270,37.70594935,-122.46045970,0,America/Los_Angeles,,
390509,Sherwin-Williams Paint Store,7298 Mission St,Daly City,CA,94014,(650) 301-4936,37.69186400,-122.46567205,0,America/Los_Angeles,,
385855,Sherwin-Williams Paint Store,34222 Doheny Park Rd,Dana Point,CA,92624,(949) 661-0100,33.46592170,-117.67743205,0,America/Los_Angeles,,
390510,Sherwin-Williams Paint Store,450B Diablo Rd,Danville,CA,94526,(925) 362-0632,37.82413375,-121.99260495,0,America/Los_Angeles,,
390522,Sherwin-Williams Paint Store,1154 E Main St,El Cajon,CA,92021,(619) 444-3187,32.79562410,-116.94287765,0,America/Los_Angeles,,
371731,Shilpark Paint - Escondido,506 W Washington Ave,Escondido,CA,92025,(760) 294-1140,33.12554745,-117.09053075,0,America/Los_Angeles,,
273616,Fountain Valley Paints,11271 Slater Ave,Fountain Valley,CA,92708,(714) 557-8050,33.70979885,-117.93208335,0,America/Los_Angeles,,
371389,Charles McMurray Co.,2520 N Argyle Ave,Fresno,CA,93727,(559) 292-5751,36.77357165,-119.69355875,0,America/Los_Angeles,,
371443,Fasteners Inc Tool Outlet,5611 N Blackstone Ave,Fresno,CA,93710,(559) 353-2099,36.81954760,-119.79109650,0,America/Los_Angeles,,
422471,Sherwin-Williams Paint Store,1107 S Harbor Blvd,Fullerton,CA,92832,(714) 578-5020,33.86048180,-117.92461440,0,America/Los_Angeles,,
413223,Sherwin-Williams Paint Store,8589 Monterey Rd,Gilroy,CA,95020,(408) 842-3688,37.00298280,-121.55663730,0,America/Los_Angeles,,
439234,Sherwin-Williams Paint Store,1000 E Colorado St,Glendale,CA,91205,(818) 242-2647,34.14240180,-118.24316785,0,America/Los_Angeles,,
385893,Sherwin-Williams Paint Store,651 S Grand Ave Ste 106,Glendora,CA,91740,(626) 335-7671,34.12782130,-117.87406570,0,America/Los_Angeles,,
88783,Channel City True Value Hardware,35 Aero Camino,Goleta,CA,93117,(805) 968-9645,34.43666564,-119.84883196,1,America/Los_Angeles,,
371755,Tool Shed,654 Maltman Dr # B,Grass Valley,CA,95945,(530) 477-1185,39.23380445,-121.04028440,0,America/Los_Angeles,,
313254,Gualala Building Supply,38501 South Hwy 1,Gualala,CA,95445,(707) 884-3518,38.77491815,-123.53723340,0,America/Los_Angeles,,
89526,Hassett Ace Hardware,111 Main St,Half Moon Bay,CA,94019,(650) 726-5505,37.46936139,-122.43072006,0,America/Chicago,,
390651,Sherwin-Williams Paint Store,222 W 7th St,Hanford,CA,93230,(559) 589-6455,36.32646200,-119.64838100,0,America/Toronto,,
390550,Sherwin-Williams Paint Store,20911 Foothill Blvd,Hayward,CA,94541,(510) 881-8511,37.68716080,-122.09549990,0,America/Los_Angeles,,
337464,Healdsburg Lumber Co.,13534 Healdsburg Ave,Healdsburg,CA,95448,(707) 431-9663,38.60697070,-122.86400600,0,America/Los_Angeles,,
385929,Sherwin-Williams Paint Store,7450 Edinger Ave,Huntington Beach,CA,92647,(714) 848-9911,33.72976065,-117.99898330,0,America/Los_Angeles,,
454718,Decorative Woods,3 Oldfield,Irvine,CA,92618,(949) 588-9663,33.63566500,-117.71964200,0,America/Los_Angeles,,
422472,Sherwin-Williams Paint Store,1620 W Whittier Blvd,La Habra,CA,90631,(562) 690-0819,33.93932465,-117.96484915,0,America/Los_Angeles,,
338888,La Mesa Lumber \u0026 Hardware,8255 University Ave,La Mesa,CA,91942,(619) 466-0511,32.76686460,-117.02008185,0,America/Los_Angeles,,
408916,Mark's Paint Mart,3707 Mount Diablo Blvd,Lafayette,CA,94549,(925) 444-0994,37.88918700,-122.13138900,0,America/Los_Angeles,,
336375,Ganahl Lumber,1765 Laguna Canyon Rd,Laguna Beach,CA,92651,(949) 494-6538,33.55619545,-117.77396300,0,America/Los_Angeles,,
336373,Ganahl Lumber,23132 Orange Ave,Lake Forest,CA,92630,(949) 830-3600,33.63669188,-117.68865645,0,America/Los_Angeles,,
171232,Ganahl Lumber,10742 Los Alamitos Blvd,Los Alamitos,CA,90720,(562) 346-2100,33.80675539,-118.07051934,0,America/Los_Angeles,,
273677,California Paint Company,2249 Grant Rd,Los Altos,CA,94024,(650) 695-5976,37.34071240,-122.07073460,0,America/Los_Angeles,,
476942,Dunn-Edwards Paints,2001 S Hoover St,Los Angeles,CA,90007,(213) 747-9441,34.03778515,-118.28431160,0,America/Los_Angeles,,
371432,Eagle Tools,3027 Treadwell St,Los Angeles,CA,90065,(323) 999-2909,34.12018920,-118.24995025,0,America/Los_Angeles,,
371515,House Of Lumber \u0026 Hardware,2811 W Jefferson Blvd,Los Angeles,CA,90018,(323) 731-0617,34.02594900,-118.32633840,0,America/Los_Angeles,,
371503,House of Hardwood,2414 Wellesley Ave,Los Angeles,CA,90064,(310) 479-4196,34.02830900,-118.45114950,0,America/Los_Angeles,,
428339,Sherwin-Williams Paint Store,805 Highland Ave,Los Angeles,CA,90038,(323) 467-2468,34.08548600,-118.33881190,0,America/Los_Angeles,,
274301,Shilpark Paint,1640 S Vermont Ave,Los Angeles,CA,90006,(323) 732-7093,34.04296810,-118.29134215,0,America/Los_Angeles,,
274080,Gray's Paint,717 Oak Grove Ave,Menlo Park,CA,94025,(650) 322-2238,37.45257795,-122.18544360,0,America/Los_Angeles,,
274333,Tamalpais Paint \u0026 Color,338 Miller Ave,Mill Valley,CA,94941,(415) 388-1086,37.89833355,-122.53845765,0,America/Los_Angeles,,
371396,CLYDESDALE TAPING TOOLS,5505 Moreno St unit 107,Montclair,CA,91763,(909) 931-4000,34.08804225,-117.68508385,0,America/Los_Angeles,,
422473,Sherwin-Williams Paint Store,12625 Frederick St STE W1,Moreno Valley,CA,92553,(951) 653-5688,33.93723065,-117.26402875,0,America/Los_Angeles,,
390590,Sherwin-Williams Paint Store,595 W El Camino Real,Mountain View,CA,94040,(650) 962-8801,37.38433490,-122.08176170,0,America/Los_Angeles,,
386007,Sherwin-Williams Paint Store,26499 Jefferson Ave STE L,Murrieta,CA,92562,(951) 304-1256,33.53387975,-117.17929200,0,America/Los_Angeles,,
371735,Benjamin Moore Sonoma Paint Center Napa,3213 Jefferson St,Napa,CA,94558,(707) 224-0304,38.31988090,-122.29933365,0,America/Los_Angeles,,
274721,Devine Paint Center Inc,971 Lincoln Ave,Napa,CA,94558,(707) 226-5211,38.30873045,-122.29245195,0,America/Los_Angeles,,
390645,Sherwin-Williams Paint Store,8311 Haskell Ave,North Hills,CA,91343,(818) 891-0518,34.22195510,-118.47686480,0,America/Los_Angeles,,
273692,Benjamin Moore - Catalina Paint North Hollywood,7107 Radford Ave,North Hollywood,CA,91605,(818) 765-2629,34.20147907,-118.39304117,0,America/Los_Angeles,,
408788,Sherwin-Williams Paint Store,11305 Magnolia Blvd,North Hollywood,CA,91601,(818) 762-1229,34.16514545,-118.37769800,0,America/Los_Angeles,,
392938,Ganahl Lumber,18537 Parthenia St,Northridge,CA,91324,(818) 349-6701,34.22854955,-118.53740815,0,America/Los_Angeles,,
275409,Marin Color Service,703 Grant Ave,Novato,CA,94945,(415) 897-9411,38.10650377,-122.56666247,0,America/Los_Angeles,,
273803,Mark's Paint Mart,4211 Telegraph Ave,Oakland,CA,94609,(510) 653-0986,37.83112325,-122.26428225,0,America/Los_Angeles,,
390604,Sherwin-Williams Paint Store,4220 Broadway,Oakland,CA,94611,(510) 595-1438,37.83014415,-122.25468185,0,America/Los_Angeles,,
390605,Sherwin-Williams Paint Store,1793 Oceanside Blvd,Oceanside,CA,92054,(760) 757-7610,33.19137395,-117.35903950,0,America/Los_Angeles,,
274188,Paint Bucket Inc,1051 W Holt Blvd,Ontario,CA,91762,(909) 983-2664,34.06193595,-117.66774667,0,America/Los_Angeles,,
171332,CLYDESDALE TAPING TOOLS ORANGE,415 W Taft Ave d,Orange,CA,92865,(714) 921-2434,33.81655404,-117.85661931,0,America/Los_Angeles,,
371699,Rockler Woodworking and Hardware,1955 N Tustin St,Orange,CA,92865,(714) 282-1157,33.82035010,-117.83528160,1,America/Los_Angeles,,
371380,Cabinet Parts Connection,530 Spectrum Cir,Oxnard,CA,93030,(805) 419-2492,34.20641990,-119.12509760,0,America/Los_Angeles,,
371491,Hayward Lumber,1140 Sunset Dr,Pacific Grove,CA,93950,(831) 373-1326,36.61676315,-121.93465975,0,America/Los_Angeles,,
371628,Phillips Plywood Co Inc,13599 Desmond St,Pacoima,CA,91331,(818) 897-7736,34.27466620,-118.42963410,0,America/Los_Angeles,,
439229,Painters Warehouse,74465 CA-111,Palm Desert,CA,92260,(760) 346-4444,33.72083975,-116.36556245,0,America/Los_Angeles,,
422475,Sherwin-Williams Commercial Paint Store,39760 Garand Ln A,Palm Desert,CA,92211,(760) 345-2040,33.75960130,-116.30757375,0,America/Los_Angeles,,
273678,California Paint Company,360 California Ave,Palo Alto,CA,94306,(650) 326-9285,37.42699375,-122.14468510,0,America/Los_Angeles,,
273694,Benjamin Moore - Catalina Paint Pasadena,456 S Rosemead Blvd,Pasadena,CA,91107,(626) 793-4100,34.13856450,-118.07292360,0,America/Los_Angeles,,
371461,Ganahl Lumber,3003 E Colorado Blvd,Pasadena,CA,91107,(626) 993-2100,34.14731255,-118.08821365,0,America/Los_Angeles,,
428342,Sherwin-Williams Paint Store,3262 E Colorado Blvd,Pasadena,CA,91107,(626) 683-1179,34.14601855,-118.08332610,0,America/Los_Angeles,,
371732,Shilpark Paint - Pasadena,409 N Fair Oaks Ave,Pasadena,CA,91103,(626) 460-8099,34.15292385,-118.15103110,0,America/Los_Angeles,,
371546,"Jory Brigham Design, Inc.",7405 Nonpariel Rd,Paso Robles,CA,93446,(805) 440-5933,35.71102000,-120.73044600,0,America/Los_Angeles,,
386046,Sherwin-Williams Paint Store,1313 Riverside Ave,Paso Robles,CA,93446,(805) 237-3800,35.62828810,-120.68736945,0,America/Los_Angeles,,
371456,Fred Fritz Electronics Inc,821 Petaluma Blvd N # E,Petaluma,CA,94952,(707) 762-9198,38.24339510,-122.64505235,0,America/Los_Angeles,,
390616,Sherwin-Williams Paint Store,905 E Washington St #105,Petaluma,CA,94952,(707) 789-9996,38.24501765,-122.63058610,0,America/Los_Angeles,,
386055,Sherwin-Williams Paint Store,9311 Whittier Blvd Ste B1\u0026,Pico Rivera,CA,90660,(562) 699-1328,33.99996090,-118.07893440,0,America/Los_Angeles,,
476948,Sherwin-Williams Paint Store,2727 Pinole Valley Rd,Pinole,CA,94564,(510) 243-7443,37.99476120,-122.28539700,0,America/Los_Angeles,,
439233,Sherwin-Williams Paint Store,693 Main St,Placerville,CA,95667,(530) 621-1810,38.73036755,-120.79162015,0,America/Los_Angeles,,
273737,Benjamin Moore - Creative Paint,655 Contra Costa Blvd,Pleasant Hill,CA,94523,(925) 689-0880,37.97346020,-122.06337955,0,America/Los_Angeles,,
90523,Richert Lumber Ace Hardware,5505 Sunol Blvd,Pleasanton,CA,94566,(925) 846-5040,37.65061686,-121.88119969,0,America/Chicago,,
390624,Sherwin-Williams Paint Store,6010 Johnson Dr E,Pleasanton,CA,94588,(925) 463-0214,37.69991105,-121.90825945,0,America/Los_Angeles,,
371379,C \u0026 E Lumber and Hardware,2692 N Towne Ave #2253,Pomona,CA,91767,(909) 626-3591,34.09354915,-117.73618495,0,America/Los_Angeles,,
274226,Paint Marts,2330 Larkspur Ln,Redding,CA,96002,(530) 221-7688,40.57332045,-122.35575070,0,America/Los_Angeles,,
274078,Gray's Paint,1411 Woodside Rd,Redwood City,CA,94061,(650) 365-6222,37.45697270,-122.22721085,0,America/Los_Angeles,,
390632,Sherwin-Williams Paint Store,696 Broadway,Redwood City,CA,94063,(650) 366-5786,37.48644750,-122.20859080,0,America/Los_Angeles,,
371705,Rockler Woodworking and Hardware,6648 Lonetree Blvd,Rocklin,CA,95765,(916) 259-7403,38.80017125,-121.29611610,1,America/Los_Angeles,,
371446,Fasteners Inc Tool Outlet,6701 Power Inn Rd,Sacramento,CA,95828,(916) 661-6975,38.50530125,-121.40858105,0,America/Los_Angeles,,
390635,Sherwin-Williams Paint Store,3119 Arden Wy,Sacramento,CA,95825,(916) 973-0686,38.59624140,-121.39137590,0,America/Los_Angeles,,
371839,Woodcraft of Sacramento,9523 Folsom Blvd,Sacramento,CA,95827,(916) 362-9664,38.57042175,-121.34179650,0,America/Los_Angeles,,
371473,Benjamin Moore - Golden State Paint,333 Main St Suite A,Salinas,CA,93901,(831) 676-0290,36.67288475,-121.65431550,0,America/Los_Angeles,,
454715,Fisk Paints - Salinas,331 E Alisal St,Salinas,CA,93901,(831) 747-2410,36.67465100,-121.64425800,0,America/Los_Angeles,,
422477,Sherwin-Williams Paint Store,1375 Camino Real Ste 100,San Bernardino,CA,92408,(909) 388-4441,34.07607465,-117.29670855,0,America/Los_Angeles,,
275277,BENJAMIN MOORE PAINTS @ HOUSE OF COLOR SB,471 El Camino Real,San Bruno,CA,94066,(650) 204-8772,37.62231910,-122.41253405,0,America/Los_Angeles,,
454713,Sherwin Williams - San Carlos,320 Industrial Rd,San Carlos,CA,94070,(650) 453-7076,37.51450100,-122.26166700,0,America/Los_Angeles,,
317720,"Tooland, Inc.",1369 Industrial Road,San Carlos,CA,94070,(650) 631-9636,37.50110340,-122.24464965,0,America/Los_Angeles,,
371841,Woodcraft of San Carlos (San Francisco Bay Area),40 El Camino Real,San Carlos,CA,94070,(650) 631-9663,37.51249175,-122.26776170,0,America/Los_Angeles,,
273702,Colorama /Altura Paints San Diego,5232 Riley St,San Diego,CA,92110,(619) 297-4421,32.76562585,-117.19578715,0,America/Los_Angeles,,
371458,Frost Hardwood,6565 Miramar Rd,San Diego,CA,92121,(858) 455-9060,32.87724930,-117.17398905,0,America/Los_Angeles,,
371709,Rockler Woodworking and Hardware,8199 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 268-1005,32.83227110,-117.14762085,1,America/Los_Angeles,,
386095,Sherwin-Williams Paint Store,6080 Miramar Rd Ste 110,San Diego,CA,92121,(858) 455-9864,32.87811520,-117.18043085,0,America/Los_Angeles,,
390638,Sherwin-Williams Paint Store,2231 Morena Blvd,San Diego,CA,92110,(619) 275-1643,32.78542935,-117.20613360,0,America/Los_Angeles,,
