zip,lat,lon
19545,40.34051,-75.630476
21542,39.591216,-78.950784
63155,38.627871,-90.205457
80024,39.844106,-104.918414
93408,35.321107,-120.718897
08217,39.577032,-74.718816
14756,42.197034,-79.423654
17232,40.094631,-77.633439
39148,32.061734,-89.995248
43434,41.693283,-83.444751
77555,29.310761,-94.776472
90831,33.768308,-118.200762
15847,41.085923,-79.029677
21705,39.40886,-77.410008
30284,33.340288,-84.288571
38077,36.328517,-89.474404
47880,39.599748,-87.418844
72059,35.154708,-91.342138
30334,33.748652,-84.387894
30070,33.573282,-83.895589
46125,39.521866,-86.641816
53792,43.077166,-89.430412
53962,43.68353,-90.264986
72464,36.453208,-90.145504
79016,34.983383,-101.914804
06376,41.294494,-72.252858
12933,44.890994,-73.845341
15075,40.586508,-79.827063
29225,33.995404,-81.030051
46786,41.531483,-85.272397
97384,44.791099,-122.620074
99174,47.007232,-117.356887
13484,42.854205,-75.655448
13814,42.616514,-75.525978
16312,41.932135,-79.303214
17250,39.736238,-77.522871
25156,38.411803,-81.482194
35013,33.902164,-86.517774
46796,41.336656,-85.495795
61331,41.747703,-89.277542
71242,32.792233,-91.412918
76402,32.216519,-98.215848
10542,41.371147,-73.764367
30250,33.434846,-84.306078
50649,42.662488,-92.909726
63053,38.366493,-90.363972
06072,41.984664,-72.487589
18239,40.989676,-75.981362
30229,33.227934,-84.570341
46980,40.955958,-85.741521
45618,38.885073,-83.616344
45721,39.565814,-81.58343
76598,31.475478,-97.734902
87365,35.535889,-108.13794
30275,33.430654,-84.867864
39324,31.580375,-88.697438
41526,37.433707,-82.512566
70575,29.948922,-92.158095
92132,32.713672,-117.172039
04341,44.259968,-69.554864
10979,41.18237,-74.318814
47455,39.312957,-86.957761
47573,38.744146,-87.322038
47654,38.252954,-87.39102
11947,40.94301,-72.581883
36503,31.156758,-87.465398
36652,30.695925,-88.080342
13113,43.164221,-76.534883
14112,42.698262,-78.939582
31084,31.96152,-83.602557
40434,37.393495,-83.938776
53584,43.279367,-90.294675
98364,47.854353,-122.586113
05009,43.647933,-72.343999
24022,37.276862,-79.934277
31034,33.054623,-83.225513
53940,43.591278,-89.794431
65215,38.951687,-92.320389
24129,37.139573,-80.591735
41517,37.189643,-82.59976
47925,40.882047,-86.744766
49764,45.423537,-84.82824
53031,43.640401,-87.91782
53157,42.537694,-88.368555
74477,36.003882,-95.266587
95978,39.908439,-121.529616
01561,42.445825,-71.688484
29424,32.784887,-79.937725
31727,31.417779,-83.387396
40357,38.145187,-84.108414
48143,42.457271,-83.852177
74721,33.879785,-96.162468
79721,32.224895,-101.527363
13847,42.204496,-75.277712
35181,33.626438,-86.879972
15290,40.45733,-80.019291
17077,40.402378,-76.536464
32768,28.695755,-81.557944
44856,40.793984,-82.856263
46154,39.856378,-85.770398
13138,42.899118,-76.01468
43736,40.057683,-81.236607
45642,39.046916,-83.054118
49263,42.158094,-84.182119
58402,46.881949,-98.687913
66160,39.055816,-94.610055
72075,35.640856,-91.31073
13024,42.934596,-76.574232
22035,38.856315,-77.362851
28653,36.066028,-81.901025
31564,31.248716,-82.470948
32203,30.33702,-81.671293
71230,32.240305,-91.592824
85236,33.322922,-111.719613
13643,44.032212,-75.717601
17606,40.112734,-76.304715
17880,40.891097,-77.123864
68382,40.59722,-96.024177
99020,47.563185,-117.497051
04271,44.260967,-70.498732
06258,41.885659,-71.963526
16684,40.635431,-78.296894
30639,34.282737,-83.152397
45267,39.138086,-84.503156
61562,40.880988,-89.501449
02366,41.848753,-70.661176
42356,37.693614,-87.322974
87101,35.096687,-106.643394
25305,38.336819,-81.613139
70786,30.582437,-90.954355
76439,32.617963,-97.926819
97373,45.057999,-122.77642
10311,40.605231,-74.179534
28041,35.587422,-80.462535
70457,30.527464,-90.113355
93670,36.485557,-119.254153
08245,39.176509,-74.819028
23668,37.020264,-76.338549
24855,37.408711,-81.425011
03910,43.172952,-70.609686
28359,34.58685,-79.054744
47361,40.004184,-85.384931
60144,41.835076,-88.51986
62706,39.797886,-89.655398
04926,44.480319,-69.515208
17311,39.816966,-76.841834
25112,38.381037,-81.766295
30756,34.901053,-84.97459
43909,40.067659,-80.814932
95604,39.238526,-120.071431
49443,43.222007,-86.241585
70340,29.669742,-91.104288
03604,43.132288,-72.389804
13674,43.737328,-76.051881
14542,43.153106,-76.875842
60519,41.77748,-88.242553
71209,32.531362,-92.070982
72826,35.129532,-93.710153
28019,35.283896,-81.793877
46984,40.667737,-85.829789
56075,43.735161,-94.436621
83438,43.959665,-111.759258
49075,41.917513,-85.448603
88244,32.764127,-103.224949
04975,44.625378,-69.588327
23147,37.369636,-77.039114
30272,33.623122,-84.501756
35185,33.348974,-86.538784
28755,35.908203,-82.217538
35032,33.263126,-86.334052
35074,33.22236,-87.124251
35990,34.066728,-86.305243
38007,36.164233,-89.439192
38839,33.855572,-89.284062
42037,37.158305,-88.184495
47865,39.019096,-87.392584
68056,41.141242,-95.904413
80544,40.103105,-105.1715
15353,39.962227,-80.311151
05670,44.177237,-72.506059
06387,41.744107,-71.909865
13102,42.550304,-76.292002
47853,39.537458,-87.072845
15072,40.139324,-79.856063
28039,35.680389,-80.436238
30598,34.5966,-83.354162
12040,42.630519,-73.359094
17056,40.533518,-77.355554
38733,33.744626,-90.735133
44881,40.870304,-82.876744
55905,44.055948,-92.525906
79699,32.46219,-99.714942
19369,39.98069,-75.894734
33840,28.009157,-81.905049
40526,38.029736,-84.501378
78150,29.538151,-98.281563
13119,42.976556,-76.444902
17884,41.051986,-76.674978
43738,39.855347,-82.140488
47916,39.983429,-87.055233
04006,43.443994,-70.342944
30724,34.825178,-84.757885
47370,39.812813,-85.137775
48870,43.110264,-84.984823
56020,43.61458,-93.530173
61625,40.697698,-89.614572
16654,40.491883,-78.028557
16699,40.447211,-78.560505
71066,31.874781,-93.198262
72377,35.675299,-90.340104
98558,46.936152,-122.560492
16236,40.781222,-79.523713
17323,40.075225,-77.026693
19442,40.1327,-75.578788
33530,27.9077,-82.172352
51045,42.820319,-96.057947
92415,34.105054,-117.286848
31333,31.767828,-81.627458
32512,30.398995,-87.299246
33039,25.497969,-80.398172
40231,38.1955,-85.695227
46704,41.10366,-85.292142
15123,40.348186,-79.934828
47869,39.274994,-87.496599
50427,42.835528,-93.221176
71999,34.127255,-93.059309
56562,46.864506,-96.770166
68588,40.824921,-96.696429
11556,40.719939,-73.583402
14642,43.122834,-77.625114
30726,34.974872,-85.141048
46183,39.653964,-86.28129
51578,41.720068,-95.395078
54946,44.337097,-89.145114
98609,46.071811,-122.865709
19477,40.184453,-75.235796
63880,36.329979,-90.025872
75694,32.638328,-94.344401
96848,21.301329,-157.814276
15752,40.540915,-79.281757
17568,39.948019,-76.234129
32610,29.64076,-82.343353
52312,42.006168,-91.245263
58076,46.274056,-96.607449
01937,42.585723,-70.984051
15378,40.277789,-80.274385
25432,39.295447,-77.786803
30912,33.4702,-81.987917
71475,31.201296,-93.1246
72352,34.655967,-90.734283
40063,37.56954,-85.344634
43974,40.182205,-80.887645
46045,40.28961,-86.148659
71279,32.486719,-91.856879
85654,32.415139,-111.154573
16151,41.442851,-80.20567
17974,40.695924,-76.236127
14732,42.218904,-79.107166
16682,40.271993,-78.456469
17506,40.117172,-76.052736
60604,41.878113,-87.629071
10915,41.54018,-74.356996
14893,42.469472,-77.111769
28136,35.420501,-81.642411
55814,46.835186,-92.197125
94104,37.791412,-122.402129
05073,43.628412,-72.461574
31004,32.951665,-83.805316
45838,40.740406,-84.477816
72457,36.085439,-91.068234
83215,43.443135,-112.812428
04431,44.564528,-68.667723
46508,41.155122,-85.969414
15647,40.342641,-79.720034
27570,36.438631,-78.236608
69353,41.74705,-103.418918
73070,35.227641,-97.42718
07846,40.966823,-74.876834
47382,40.236883,-84.918433
13134,42.967368,-75.684678
16172,41.117708,-80.331045
54857,45.593407,-91.599298
61402,40.939903,-90.406354
76129,32.709324,-97.36269
97432,43.104294,-123.429446
54307,44.470458,-88.036594
57197,43.524551,-96.73861
80646,40.475379,-104.697597
25755,38.423592,-82.427923
35632,34.80768,-87.680572
21105,39.715129,-76.652282
47871,39.389709,-87.300219
08073,40.009508,-74.866845
47263,39.308848,-85.328478
49434,42.770029,-86.20771
01063,42.319584,-72.639539
27881,35.97022,-77.442266
28641,35.97546,-81.894868
32214,30.207684,-81.683226
38046,35.046002,-89.244092
40849,36.899375,-83.135503
43505,41.524228,-84.730909
46967,40.695045,-86.194834
47226,39.282638,-85.869051
92161,32.874072,-117.231563
98416,47.262706,-122.48196
10953,41.405855,-74.077917
40448,37.457088,-84.757625
43142,39.592923,-83.587788
14827,42.180651,-77.142885
19516,40.486855,-76.005264
28666,35.718637,-81.470616
44101,41.489929,-81.671842
54985,44.075638,-88.519717
07878,40.871598,-74.47824
47366,39.861237,-85.260631
17120,40.265123,-76.882763
38947,33.517185,-89.921182
43218,40.017566,-82.923723
63387,39.183555,-91.016734
49084,42.180349,-86.385082
30812,33.367452,-82.029067
44555,41.10726,-80.648749
66742,37.919584,-95.348902
93227,36.344445,-119.418562
17576,40.037111,-76.197806
23909,37.298993,-78.396307
56140,43.909432,-96.367168
60113,41.931309,-88.96413
61471,40.695781,-90.825065
47986,40.513775,-87.207189
69355,41.781956,-103.516937
26435,39.267149,-80.085325
46345,41.53036,-86.699931
64654,39.848589,-93.775568
29117,33.498276,-80.850086
44825,40.954424,-82.941927
46513,41.362876,-86.448101
67482,39.02689,-97.259713
12161,42.5337,-73.846164
14166,42.450971,-79.416054
19955,39.226969,-75.664724
38152,35.118273,-89.93745
45720,39.093601,-81.923103
61750,40.1225,-88.855673
72615,36.315419,-93.01203
95211,37.980264,-121.311149
27599,35.904045,-79.052134
49409,43.080755,-86.218375
77473,29.794594,-96.103745
98544,46.738971,-123.026988
17075,40.39366,-77.834499
38338,35.874646,-88.84878
62030,39.154609,-90.164457
26586,39.526547,-80.109518
37682,36.300321,-82.291672
45866,40.48878,-84.550493
68438,40.626558,-96.744665
76909,31.441425,-100.466262
27268,35.971399,-79.994696
12854,43.450009,-73.327576
14061,42.5911,-79.089486
29378,34.966792,-81.968697
98583,47.000882,-123.486663
62852,38.349942,-87.866757
20899,39.1444,-77.216175
29079,34.289086,-80.113167
43027,40.253735,-82.522816
77046,29.734428,-95.433099
38389,36.103118,-89.121406
43330,40.813493,-83.419408
77986,29.476607,-96.796078
80419,39.728414,-105.202468
04940,44.617983,-70.078802
14585,42.905821,-77.552937
19733,39.559085,-75.651523
31556,31.40505,-82.115244
33856,27.856161,-81.428206
47344,39.878548,-85.463972
15696,40.279783,-79.365884
23298,37.541707,-77.42953
45301,39.710981,-84.023014
75680,32.010317,-94.718133
35559,33.911639,-87.735364
67553,38.654479,-99.320027
80546,40.527112,-104.850247
15004,40.342219,-80.382854
75132,32.938662,-96.380424
99850,58.488208,-135.484316
02350,42.021013,-70.845791
06020,41.862788,-72.909934
55090,45.053731,-92.957987
58707,48.247706,-101.301268
98447,47.145262,-122.443631
18231,40.900734,-76.004552
36865,32.602618,-85.589334
45156,38.809892,-84.213589
47464,39.299786,-86.649954
65278,39.342148,-92.412206
72180,34.531162,-92.214438
77368,30.451225,-94.840633
93741,36.76743,-119.796035
17822,40.968662,-76.603296
20892,39.000635,-77.103711
47983,40.286325,-86.77353
76798,31.546107,-97.120959
90743,33.72953,-118.092436
98314,47.562471,-122.638719
38879,34.195185,-88.712124
62256,38.226376,-90.231493
63824,37.004943,-89.526454
70558,30.100525,-92.075759
98556,46.885644,-123.140966
16213,41.125548,-79.558302
17933,40.603688,-76.242608
46789,41.582671,-85.197403
51340,43.240489,-95.156123
95431,38.349069,-122.516176
32306,30.442319,-84.294482
35487,33.213827,-87.547643
96078,40.082374,-122.176071
07831,40.739211,-74.946813
30289,33.323596,-84.633698
43836,40.208699,-81.718579
52308,41.573345,-92.159358
66622,39.026315,-95.722224
93962,36.624716,-121.646487
16910,41.7046,-76.831056
21866,37.967128,-76.021365
28074,35.239358,-81.878193
29375,34.860536,-82.113828
40061,37.70974,-85.264093
40339,37.942173,-84.642798
70402,30.516501,-90.46926
62879,38.765021,-88.359032
79832,30.36324,-103.649247
05344,42.838938,-72.732683
10545,41.178573,-73.835465
45848,41.024493,-84.077088
14742,42.119453,-79.308881
15629,40.597437,-79.562908
24469,38.200975,-78.908253
36564,30.469787,-87.914526
15634,40.325272,-79.605972
32634,29.36466,-82.254275
37315,35.047214,-85.051644
47997,40.667691,-86.723792
61323,41.435484,-89.396058
64765,37.99678,-94.442531
67055,37.783374,-97.203149
86011,35.189512,-111.654712
12820,43.460074,-73.640713
15934,40.28096,-78.796162
29733,34.939453,-81.031719
30072,33.79141,-84.204844
36764,32.115184,-87.985264
32228,30.39186,-81.400074
45316,39.797545,-83.825229
47034,39.204329,-85.327328
65675,36.93093,-93.492387
66522,39.866134,-95.938181
42631,36.740393,-84.480989
74753,33.907851,-96.533959
47982,40.197262,-87.52689
72119,34.836907,-92.295044
13747,42.48997,-74.982049
43972,40.101754,-80.973719
71359,31.324701,-92.426319
06080,41.950485,-72.635178
17943,40.761663,-76.379394
75884,31.789238,-95.892617
38029,35.242098,-89.823522
60536,41.598542,-88.552061
74358,36.917964,-94.880518
07939,40.667279,-74.552164
15348,39.985733,-79.996203
21641,38.917043,-75.941779
27411,36.076615,-79.771513
49784,46.257681,-84.454857
02584,41.257578,-70.005294
61037,41.788389,-89.759781
29177,34.140505,-81.267506
30597,34.527577,-83.984589
47225,39.435508,-85.344466
56022,44.052625,-94.83861
72441,36.435603,-90.389364
01718,42.522816,-71.430271
15680,40.521066,-79.496354
42370,37.449977,-86.741129
43350,40.395564,-82.699799
74078,36.125273,-97.079718
79920,31.822773,-106.459822
68751,42.69043,-96.981426
70580,30.675428,-92.428438
90639,33.905746,-118.014907
40941,37.130055,-83.745555
50241,41.307698,-93.733845
14169,42.764514,-78.52935
43530,41.327921,-84.289447
43740,39.951429,-82.217201
44670,40.763006,-81.187916
47247,39.05972,-85.88785
50041,42.634332,-93.246598
67041,38.054094,-97.127536
18086,40.739162,-75.548368
28424,34.290349,-78.699676
37394,35.539186,-85.860646
39058,32.335712,-90.331549
56313,45.784022,-93.552745
73031,35.03381,-97.631399
04227,44.568652,-70.294791
05439,44.495652,-73.165216
17247,39.798776,-77.579352
39635,31.184305,-90.448574
50620,43.157125,-92.591191
64090,38.760043,-94.163889
68072,41.610126,-96.504696
71345,30.728356,-91.975451
37383,35.211405,-85.913222
42759,36.828162,-85.51444
50592,42.729257,-95.183407
16633,40.159722,-78.232513
18962,40.344604,-75.270454
19474,40.224264,-75.404995
29683,35.030088,-82.492939
95053,37.348462,-121.937271
15359,39.876616,-80.275632
45352,40.05012,-84.744314
47881,39.487284,-87.190049
72630,36.461353,-92.92079
61371,41.499321,-89.019862
31698,30.848992,-83.289627
37316,35.001661,-84.729673
47964,40.952296,-87.299596
19736,39.780331,-75.642813
27533,35.38746,-78.038964
32337,30.483148,-84.021121
39885,31.721896,-84.343026
46595,41.526314,-86.163421
50657,42.344546,-92.674044
22125,38.681729,-77.261861
45132,39.343936,-83.599545
54760,44.424142,-91.206127
43321,40.463053,-82.829033
45893,40.881452,-84.145379
88268,32.176322,-104.379342
32432,30.714114,-85.077237
53088,44.071746,-88.299592
72035,35.078887,-92.458269
79085,34.739899,-102.509167
10932,41.48216,-74.464285
15945,40.359077,-78.868714
02918,41.843839,-71.435018
15831,41.353064,-78.604278
17550,40.074909,-76.583516
26058,40.187138,-80.661917
29338,35.134468,-82.001787
29834,33.517756,-81.843006
47809,39.471403,-87.409894
72636,35.990981,-92.716181
85026,33.448905,-111.973547
96759,21.460185,-158.059966
15841,41.257905,-78.504358
43077,40.13705,-83.341267
44659,40.6948,-81.701825
62861,38.035177,-88.045277
56325,45.562902,-94.947199
62336,40.467551,-91.173341
77852,30.428385,-96.757581
94575,37.840961,-122.109502
12438,42.2103,-74.601029
60075,42.492576,-87.908663
83454,43.594581,-111.956873
99258,47.666041,-117.402348
43036,40.352136,-83.263182
92697,33.649727,-117.849085
17887,41.07531,-76.895759
45358,39.987264,-84.48778
57741,44.410498,-103.472882
61541,40.980378,-89.234952
67843,37.730253,-99.93724
13683,44.973878,-74.735483
15088,40.270567,-79.896214
36057,32.374662,-86.084602
43565,41.420445,-83.740106
45360,40.330159,-84.092195
53003,43.212283,-88.519618
63774,37.09425,-89.774723
08544,40.346492,-74.657848
12915,44.853444,-74.034955
27593,35.585803,-78.362338
40807,36.96402,-82.955591
35119,33.638022,-86.778579
45617,39.279642,-83.155586
04415,45.352922,-69.058231
15560,40.016912,-78.906652
43109,39.917249,-82.831886
49104,41.963527,-86.358893
75429,33.278511,-95.892297
44828,41.233963,-82.859475
50673,42.52505,-92.711288
55402,44.976069,-93.271161
72322,35.068836,-90.80794
07961,40.781113,-74.435151
13455,42.917938,-75.376567
15784,41.024489,-79.141065
24738,37.303215,-81.3201
72183,34.6015,-92.192268
17303,39.92609,-77.29762
28017,35.247082,-81.670682
43531,41.635044,-84.495666
45307,39.580612,-83.72337
14856,42.377324,-77.369404
23708,36.847681,-76.304081
45310,40.352937,-84.642673
12527,41.519348,-73.936846
08890,40.539047,-74.575409
15510,39.964326,-79.039955
19544,40.416876,-76.296566
33388,26.117118,-80.254165
35070,34.01366,-86.742656
71721,33.890889,-93.206447
84602,40.254108,-111.650082
97310,44.875911,-122.974514
98921,46.430723,-120.316813
35577,34.091668,-87.599289
45435,39.781088,-84.063113
91125,34.137644,-118.124952
12530,42.206908,-73.68415
21285,39.38749,-76.617005
56210,45.557332,-96.559589
25851,37.80255,-81.259402
45041,39.210865,-84.702469
46931,40.946907,-86.264552
23304,36.996135,-76.572107
50319,41.591141,-93.602996
54464,45.054774,-89.01748
74082,36.448822,-95.880889
11005,40.756643,-73.71424
26524,39.540768,-79.807202
27110,36.089246,-80.224832
99151,48.664465,-118.061215
99251,47.753833,-117.417864
28770,35.621106,-82.278167
63758,37.192135,-89.550526
21653,38.744016,-76.175776
36038,31.40789,-86.486923
50631,42.885148,-92.309518
43711,39.841865,-81.577973
12604,41.688427,-73.894464
13738,42.562317,-76.119762
54127,44.796922,-88.268174
02824,41.999441,-71.562125
19456,40.136643,-75.459637
40801,36.857008,-83.254924
46930,40.40946,-85.572582
57799,44.498152,-103.872505
15435,39.943193,-79.847283
15739,40.67872,-79.164571
50593,42.657988,-94.898247
52562,41.265387,-92.248586
66778,37.00045,-94.83891
70310,29.790543,-90.802982
71772,33.833785,-93.126452
29614,34.873714,-82.363011
48630,44.325497,-84.773269
27827,35.698211,-77.512233
48852,43.352631,-85.046437
50255,41.455931,-92.332086
02802,41.95213,-71.456233
17317,39.971309,-76.522617
14549,42.696731,-78.022097
95041,37.050534,-122.058279
27877,36.51881,-77.192219
60301,41.888654,-87.796538
64833,37.19381,-94.129842
52548,41.08548,-92.53063
48862,43.249903,-84.548412
02553,41.713138,-70.622283
40404,37.573157,-84.290332
44690,40.613106,-81.693638
66251,38.917163,-94.658844
67260,37.719325,-97.293383
15731,40.501216,-79.172943
30118,33.572902,-85.099437
45349,39.989039,-83.940579
15028,40.295232,-79.799006
23441,37.712102,-75.699413
45147,39.210768,-84.302556
45389,40.056317,-84.025348
46170,39.571624,-86.862651
71009,32.578008,-93.891836
27351,35.659775,-80.267892
29346,34.945184,-81.836208
52631,40.783093,-91.612355
71659,34.135067,-91.780736
72178,35.203821,-91.612682
95675,38.545458,-120.742909
56668,48.61505,-93.345358
93943,36.597649,-121.87331
02457,42.298309,-71.27302
17371,39.902613,-76.787991
48859,43.586849,-84.772768
72139,35.362156,-91.509915
75962,31.619839,-94.648445
08032,39.780545,-75.059612
28108,34.933185,-80.679471
16835,40.906681,-77.877341
16853,40.940357,-77.786143
55772,48.110172,-93.100224
61324,41.769935,-89.413597
65654,37.021684,-93.897529
43961,40.523512,-80.630385
46377,41.194282,-87.347795
47282,38.985368,-85.610034
48627,44.461678,-84.748646
72311,34.720727,-90.896838
34445,28.971387,-82.42406
43925,40.445981,-80.862313
60956,40.967685,-87.716245
68068,41.397607,-96.207509
89557,39.542443,-119.815919
91371,34.185015,-118.576088
92182,32.774983,-117.074228
12864,43.727403,-74.305353
18935,40.432826,-75.394995
88004,32.250185,-106.949226
45815,41.156945,-83.942593
50031,42.038807,-94.140029
93666,36.546208,-119.336177
02823,41.733362,-71.543668
44861,41.24259,-83.14623
60208,42.053554,-87.670259
70640,30.365879,-92.916564
25054,38.120523,-81.451884
58505,46.820285,-100.781059
59812,46.861226,-113.984509
43467,41.243263,-83.490878
88355,33.362914,-105.669404
54927,44.103128,-88.654369
27201,36.034172,-79.484829
55796,47.930019,-91.795004
63047,38.195501,-90.487417
03291,43.179773,-71.14197
36851,32.150424,-85.080888
43317,40.475145,-82.680931
47324,39.741177,-84.851755
68849,40.701456,-99.100884
18242,40.90602,-76.123495
27342,36.06636,-79.618597
30429,32.156771,-81.934857
45372,40.013912,-83.83835
45630,38.697389,-83.092891
58313,48.166169,-100.036646
50608,42.588138,-92.960793
68309,40.049051,-96.572866
85532,33.409566,-110.842059
15922,40.5185,-78.878018
50831,40.950844,-94.222363
42374,37.332691,-87.139599
46111,39.541991,-86.367394
98238,48.335597,-122.34451
07844,40.908616,-74.969576
55155,44.951919,-93.099363
11794,40.91919,-73.125015
38036,35.327248,-89.619386
50847,41.141664,-94.983877
32616,29.782044,-82.499316
45055,39.457057,-84.510899
17249,40.241883,-77.900179
89158,36.104781,-115.176621
43010,39.999627,-83.621903
61815,40.110725,-88.367954
95736,39.039122,-120.977494
95221,38.072286,-120.548466
98565,46.578391,-122.907094
08011,39.975279,-74.713802
19980,39.073522,-75.570169
20612,38.509514,-76.679329
39753,33.48448,-88.630491
43786,39.710868,-81.277046
81148,37.171822,-105.985415
06467,41.565463,-72.900239
44640,40.985543,-81.150705
51651,40.656567,-95.034694
90263,34.039281,-118.708146
21867,38.110276,-75.793973
49852,45.786249,-87.816777
52759,41.460439,-90.809851
41729,37.269213,-83.215709
45739,39.19112,-81.746416
47924,40.489843,-86.757837
49289,41.771403,-84.107074
68923,40.368328,-99.473203
74521,34.662141,-95.099369
17016,40.273106,-76.406884
18625,41.515032,-75.850156
43981,40.18442,-80.994283
44080,41.368405,-81.057809
08821,40.520721,-74.688338
26506,39.646781,-79.970152
28575,34.688187,-76.880939
53295,43.02227,-87.976617
15472,39.919407,-79.716834
21781,39.571253,-77.759805
52737,41.259178,-91.374738
87151,35.007689,-106.860341
53599,42.647308,-89.857206
73022,35.616939,-97.992248
30451,32.393273,-81.956218
45855,41.088192,-84.58349
32182,29.509246,-81.941044
44639,40.451729,-81.20975
72427,35.868766,-90.948959
15962,40.389404,-78.716371
17076,40.620926,-77.307498
86313,34.554222,-112.452883
98263,48.523789,-122.065597
07505,40.917008,-74.171936
21250,39.255611,-76.711179
39174,32.401019,-90.160257
80826,39.218744,-103.691289
94613,37.78072,-122.183029
21715,39.37876,-77.660722
14260,43.001682,-78.790638
16848,41.011313,-77.533288
49634,44.214721,-86.288768
18079,40.744052,-75.656866
52030,42.153194,-90.592277
57245,44.893654,-96.918338
61524,40.491238,-90.034652
74456,35.710845,-95.9926
04489,44.91075,-68.691209
30664,33.556259,-82.798319
56125,44.054516,-95.547738
10519,41.347163,-73.663362
14752,42.351735,-79.319805
92179,32.583904,-116.933475
14539,42.834075,-77.875281
16427,41.874637,-79.971279
17982,40.768001,-76.038084
45131,38.789761,-83.966967
49074,42.320279,-85.540318
70038,29.331064,-89.400699
07842,40.944622,-74.500876
62248,38.30589,-89.992855
73556,34.725983,-99.386657
98207,47.987223,-122.224193
45699,38.874131,-82.970465
47367,40.083663,-85.392067
75413,33.435954,-96.164755
17342,39.852798,-76.707836
13115,43.393725,-76.474679
60969,41.110968,-88.149713
22472,37.958833,-76.672509
50078,41.938595,-92.862908
55029,45.635165,-93.20119
14774,42.088784,-78.146662
72467,35.842221,-90.677602
76957,31.372301,-100.305145
83656,43.724975,-116.795398
19457,40.206881,-75.585751
19717,39.678689,-75.749962
25002,38.130879,-81.254724
50842,41.039906,-94.461796
52166,43.067951,-91.935511
65688,36.649279,-91.693279
01074,42.380823,-72.103895
56294,44.314874,-95.213085
15921,40.31643,-78.697865
43151,39.733173,-83.476623
13290,43.069136,-76.173017
15082,40.380317,-80.21059
16444,41.871224,-80.120756
34267,27.089306,-81.954297
47405,39.167655,-86.521101
48440,42.955721,-83.407839
52568,41.177898,-92.250771
